accession	organism	tax_id	assembly_level	total_seq_len
GCF_000327385.1	Lottia gigantea	225164	Scaffold	359505668
GCF_012489685.1	Lotus japonicus	34305	Chromosome	553706387
GCF_030014295.1	Loxodonta africana	9785	Chromosome	3540876381
GCF_022045245.1	Lucilia cuprina	7375	Chromosome	409159265
GCF_015586225.1	Lucilia sericata	13632	Contig	565289533
GCF_001865875.1	Lupinus angustifolius	3871	Chromosome	609203021
GCF_902655055.1	Lutra lutra	9657	Chromosome	2438442342
GCF_024334085.1	Lutzomyia longipalpis	7200	Chromosome	147838017
GCF_019175385.1	Lycium barbarum	112863	Chromosome	1669658834
GCF_029784015.1	Lycium ferocissimum	112874	Chromosome	1219357132
GCF_047948215.1	Lycorma delicatula	130591	Chromosome	2201051051
GCF_007474595.2	Lynx canadensis	61383	Chromosome	2407810255
GCF_022079265.1	Lynx rufus	61384	Scaffold	2439239374
GCF_037042905.1	Lytechinus pictus	7653	Chromosome	811721768
GCF_018143015.1	Lytechinus variegatus	7654	Chromosome	869582435
GCF_037993035.2	Macaca fascicularis	9541	Complete Genome	3060038958
GCF_049350105.2	Macaca mulatta	9544	Complete Genome	3115120525
GCF_043159975.1	Macaca nemestrina	9545	Chromosome	3116288670
GCF_024542745.1	Macaca thibetana thibetana	257877	Chromosome	2822383045
GCF_013358625.1	Macadamia integrifolia	60698	Chromosome	744777467
GCF_015104395.2	Macrobrachium nipponense	159736	Chromosome	4253862858
GCF_040412425.1	Macrobrachium rosenbergii	79674	Chromosome	3176521071
GCF_028750875.1	Macrosteles quadrilineatus	74068	Scaffold	1317891973
GCF_037893015.1	Macrotis lagotis	92651	Chromosome	3655715178
GCF_010093625.1	Macroventuria anomochaeta	301207	Scaffold	33336106
GCF_045866475.1	Madurella fahalii	1157608	Contig	40045822
GCF_025612915.1	Magallana angulata	2784310	Chromosome	624273838
GCF_963853765.1	Magallana gigas	29159	Chromosome	563985803
GCF_029962835.1	Magnolia sinica	86752	Chromosome	1838578862
GCF_902498895.1	Magnusiomyces paraingens	2606893	Contig	21189208
GCF_027887155.1	Malaclemys terrapin pileata	2991368	Chromosome	2211221380
GCF_029873635.1	Malania oleifera	397392	Chromosome	1494424960
GCF_000181695.2	Malassezia globosa CBS 7966	425265	Contig	8954998
GCF_029542785.1	Malassezia japonica	223818	Complete Genome	8433779
GCF_001278385.1	Malassezia pachydermatis	77020	Scaffold	8150648
GCF_003290485.1	Malassezia restricta	76775	Complete Genome	7330907
GCF_000349305.1	Malassezia sympodialis ATCC 42132	1230383	Scaffold	7669689
GCF_029542925.1	Malassezia vespertilionis	2020962	Complete Genome	7595203
GCF_030247185.1	Malaya genurostris	325434	Chromosome	831262279
GCF_030028575.1	Malurus melanocephalus	175006	Scaffold	1020668800
GCF_042453785.1	Malus domestica	3750	Complete Genome	650775246
GCF_916048215.2	Malus sylvestris	3752	Chromosome	640969901
GCF_025592945.1	Manacus candei	415023	Contig	1121284527
GCF_001715985.3	Manacus vitellinus	328815	Scaffold	1072328541
GCF_000951045.1	Mandrillus leucophaeus	9568	Scaffold	3061992840
GCF_014839805.1	Manduca sexta	7130	Chromosome	470021481
GCF_011075055.1	Mangifera indica	29780	Chromosome	391961648
GCF_001659605.2	Manihot esculenta	3983	Chromosome	639586700
GCF_902806685.2	Maniola hyperantus	2795564	Chromosome	408137179
GCF_905333055.1	Maniola jurtina	191418	Chromosome	402038846
GCF_040802235.1	Manis javanica	9974	Chromosome	2559979548
GCF_030020395.1	Manis pentadactyla	143292	Chromosome	2840164579
GCF_018924745.1	Marasmius oreades	181124	Chromosome	44306131
GCF_047511675.1	Marmota flaviventris	93162	Chromosome	2704651887
GCF_001458135.2	Marmota marmota marmota	9994	Scaffold	2506852125
GCF_021218885.2	Marmota monax	9995	Scaffold	2638774606
GCF_963455335.1	Martes martes	29065	Chromosome	2484633589
GCF_900324485.3	Mastacembelus armatus	205130	Chromosome	591935101
GCF_008632895.1	Mastomys coucha	35658	Chromosome	2507168619
GCF_903064755.1	Maudiozyma barnettii	61262	Scaffold	12616033
GCF_020497125.1	Mauremys mutica	74926	Chromosome	2484351270
GCF_016161935.1	Mauremys reevesii	260615	Chromosome	2367590653
GCF_041146795.1	Maylandia zebra	106582	Chromosome	962175383
GCF_003473485.1	Medicago truncatula	3880	Chromosome	429612362
GCF_050947335.1	Megachile rotundata	143995	Chromosome	613361532
GCF_018812025.1	Megalobrama amblycephala	75352	Chromosome	1109871993
GCF_013368585.1	Megalops cyprinoides	118141	Chromosome	959241634
GCF_051020955.1	Megalopta genalis	115081	Chromosome	771760085
GCF_003144205.1	Meira miltonrushii	1280837	Scaffold	17383515
GCF_000204055.1	Melampsora larici-populina 98AG31	747676	Scaffold	101129028
GCF_002803265.2	Melanaphis sacchari	742174	Scaffold	300271876
GCF_026170545.1	Melanerpes formicivorus	211600	Scaffold	1323528184
GCF_949748355.1	Melanostigma gelatinosum	1091424	Chromosome	661958652
GCF_017639745.1	Melanotaenia boesemani	1250792	Chromosome	865575964
GCF_000146605.3	Meleagris gallopavo	9103	Chromosome	1115457962
GCF_922984935.2	Meles meles	9662	Chromosome	2738678004
GCF_905220565.1	Melitaea cinxia	113334	Chromosome	499397863
GCF_012275295.1	Melopsittacus undulatus	13146	Chromosome	1171617451
GCF_028018845.1	Melospiza georgiana	44398	Chromosome	1162015399
GCF_035770615.1	Melospiza melodia melodia	1914991	Chromosome	1541245192
GCF_028551555.1	Melozone crissalis	40204	Contig	1412182309
GCF_021730395.1	Mercenaria mercenaria	6596	Chromosome	1858199728
GCF_937616625.2	Mercurialis annua	3986	Chromosome	453168992
GCF_030254825.1	Meriones unguiculatus	10047	Chromosome	2702201048
GCF_000691845.1	Merops nubicus	57421	Scaffold	1062961556
GCF_000695765.1	Mesitornis unicolor	54374	Scaffold	1087290853
GCF_017639785.1	Mesocricetus auratus	10036	Scaffold	2457062007
GCF_964165515.1	Mesoplodon bidens	48745	Chromosome	2999082157
GCF_025265405.1	Mesoplodon densirostris	48708	Chromosome	2683375131
GCF_019434415.1	Metarhizium acridum	92637	Scaffold	44714781
GCF_000804445.1	Metarhizium album ARSEF 1941	1081103	Scaffold	30449065
GCF_013426205.1	Metarhizium brunneum	500148	Complete Genome	37771916
GCF_000187425.2	Metarhizium robertsii ARSEF 23	655844	Scaffold	41656800
GCF_019925205.1	Metopolophium dirhodum	44670	Chromosome	480811620
GCF_001664035.1	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993	869754	Scaffold	16055203
GCF_000149425.1	Meyerozyma guilliermondii ATCC 6260	294746	Scaffold	10609954
GCF_901765095.2	Microcaecilia unicolor	1415580	Chromosome	4685923413
GCF_040939455.1	Microcebus murinus	30608	Chromosome	2350949499
GCF_020744255.1	Microdochium trichocladiopsis	1682393	Contig	49282715
GCF_000090985.2	Micromonas commoda	296587	Complete Genome	20989326
GCF_000151265.4	Micromonas pusilla CCMP1545	564608	Scaffold	21958260
GCF_963924665.1	Micromys minutus	13151	Chromosome	2651771171
GCF_026212275.2	Microplitis demolitor	69319	Chromosome	225878136
GCF_029852145.1	Microplitis mediator	375433	Chromosome	269288274
GCF_021292245.1	Micropterus dolomieu	147949	Chromosome	829570727
GCF_014851395.1	Micropterus salmoides	27706	Scaffold	963597430
GCF_000151145.1	Microsporum canis CBS 113480	554155	Scaffold	23241642
GCF_003144135.1	Microstroma glucosiphilum	1684307	Scaffold	17184282
GCF_000317375.1	Microtus ochrogaster	79684	Chromosome	2287340943
GCF_018167655.1	Microtus oregoni	111838	Contig	3017107361
GCF_037038515.1	Microtus pennsylvanicus	10058	Chromosome	2369119668
GCF_001595765.1	Miniopterus natalensis	291302	Scaffold	1803099001
GCF_964146895.1	Miniopterus schreibersii	9433	Chromosome	1850573702
GCF_029215605.1	Mirounga angustirostris	9716	Scaffold	2430305188
GCF_011800145.1	Mirounga leonina	9715	Scaffold	2417303335
GCF_019320115.1	Miscanthus floridulus	154761	Chromosome	2684453698
GCF_027580225.2	Misgurnus anguillicaudatus	75329	Chromosome	1120296596
GCF_000760515.2	Mitosporidium daphniae	1485682	Contig	5635072
GCF_000708205.1	Mixia osmundae IAM 14324	764103	Scaffold	13634488
GCF_038048845.1	Mixophyes fleayi	3061075	Chromosome	2969628263
GCF_002113885.1	Mizuhopecten yessoensis	6573	Scaffold	987568220
GCF_030028105.1	Mobula birostris	1983395	Chromosome	4014635230
GCF_963921235.1	Mobula hypostoma	723540	Chromosome	3475679493
GCF_000747765.1	Moesziomyces antarcticus	84753	Scaffold	18111965
GCF_001500285.1	Mollisia scopiformis	149040	Scaffold	48876257
GCF_014108415.1	Molossus molossus	27622	Scaffold	2315568481
GCF_037042795.1	Molothrus aeneus	84833	Chromosome	1177171786
GCF_012460135.2	Molothrus ater	84834	Chromosome	1087219985
GCF_001995035.1	Momordica charantia	3673	Scaffold	285613949
GCF_001643675.1	Monocercomonoides exilis	2049356	Contig	82301135
GCF_027887165.1	Monodelphis domestica	13616	Chromosome	3586166573
GCF_005190385.1	Monodon monoceros	40151	Scaffold	2355574979
GCF_013373865.1	Monomorium pharaonis	307658	Chromosome	325506644
GCF_001952655.1	Monopterus albus	43700	Scaffold	684127526
GCF_000611645.1	Monoraphidium neglectum	145388	Scaffold	69482627
GCF_000002865.3	Monosiga brevicollis MX1	431895	Scaffold	41633360
GCF_036669925.1	Montipora capricornis	246305	Chromosome	809264945
GCF_036669935.1	Montipora foliosa	591990	Chromosome	789253072
GCF_003444635.1	Morchella importuna	1174673	Scaffold	50927171
GCF_020137385.1	Morchella sextelata	1174677	Contig	53569587
GCF_004916995.1	Morone saxatilis	34816	Scaffold	598109547
GCF_000414095.1	Morus notabilis	981085	Scaffold	320378613
GCF_022376915.1	Moschus berezovskii	68408	Scaffold	2813355390
GCF_015832195.1	Motacilla alba alba	1094192	Chromosome	1072653902
GCF_051309035.1	Mrakia frigida	29902	Scaffold	28159101
GCF_025094135.1	Mucor mucedo	29922	Contig	46086937
GCF_035048745.1	Mucor velutinosus	708070	Contig	40195241
GCF_022458985.1	Mugil cephalus	48193	Chromosome	634849760
GCF_963930625.1	Muntiacus reevesi	9886	Chromosome	2656168540
GCF_900094665.2	Mus caroli	10089	Chromosome	2552816249
GCF_000001635.27	Mus musculus	10090	Chromosome	2728206152
GCF_900095145.1	Mus pahari	10093	Chromosome	2475012951
GCF_036884655.1	Musa acuminata AAA Group	214697	Chromosome	1533734047
GCF_047663935.1	Musca autumnalis	221902	Scaffold	1446201459
GCF_030504385.1	Musca domestica	7370	Scaffold	1032604506
GCF_032173495.1	Musca vetustissima	27455	Contig	850573461
GCF_963383645.1	Muscardinus avellanarius	39082	Chromosome	2497503975
GCF_009829155.1	Mustela erminea	36723	Chromosome	2445200799
GCF_030435805.1	Mustela lutreola	9666	Chromosome	2586268927
GCF_022355385.1	Mustela nigripes	77151	Chromosome	2498532951
GCF_011764305.1	Mustela putorius furo	9669	Contig	2577090966
GCF_964213995.1	Mustelus asterias	112232	Chromosome	3679774521
GCF_026914265.1	Mya arenaria	6604	Chromosome	1216068291
GCF_014461135.1	Mycena indigotica	2126181	Contig	72886219
GCF_001594055.1	Mycetomoellerius zeteki	64791	Scaffold	267973152
GCF_000328475.2	Mycosarcoma maydis	5270	Chromosome	19664356
GCF_041956435.1	Mycothermus thermophilus	85995	Scaffold	29324833
GCF_025528875.1	Mycotypha africana	64632	Contig	29202882
GCF_035582795.1	Mycteria americana	33587	Chromosome	1348542611
GCF_022539395.1	Myiozetetes cayanensis	478635	Scaffold	1075628138
GCF_902806735.1	Myodes glareolus	447135	Scaffold	2323042649
GCF_000412655.1	Myotis brandtii	109478	Scaffold	2107242811
GCF_963259705.1	Myotis daubentonii	98922	Chromosome	2127807131
GCF_000327345.1	Myotis davidii	225400	Scaffold	2059799708
GCF_000147115.1	Myotis lucifugus	59463	Scaffold	2034575300
GCF_014108235.1	Myotis myotis	51298	Scaffold	2002780556
GCF_964212035.1	Myotis nattereri	109481	Chromosome	2138575456
GCF_028538775.1	Myotis yumanensis	159337	Scaffold	1952483305
GCF_902150065.1	Myripristis murdjan	586833	Chromosome	835254674
GCF_010093595.1	Mytilinidion resinicola	574789	Scaffold	47275052
GCF_021869535.1	Mytilus californianus	6549	Scaffold	1651950171
GCF_963676685.1	Mytilus edulis	6550	Chromosome	1368414245
GCF_965363235.1	Mytilus galloprovincialis	29158	Chromosome	1385371576
GCF_036588685.1	Mytilus trossulus	6551	Chromosome	1298571991
GCF_964187855.1	Myxine glutinosa	7769	Chromosome	3057504053
GCF_019703515.2	Myxocyprinus asiaticus	70543	Chromosome	2340848162
GCF_037950935.1	Myxozyma melibiosi	54550	Contig	15330035
GCF_001856785.1	Myzus persicae	13164	Scaffold	347296088
GCF_008403515.1	Naegleria fowleri	5763	Scaffold	29500442
GCF_000004985.1	Naegleria gruberi	5762	Scaffold	40964085
GCF_003324165.1	Naegleria lovaniensis	51637	Scaffold	30830176
GCF_045282275.1	Nakaseomyces bracarensis	273131	Contig	12739700
GCF_010111755.1	Nakaseomyces glabratus	5478	Chromosome	12726212
GCF_000150975.2	Nannizzia gypsea CBS 118893	535722	Scaffold	23249403
GCF_963921795.1	Nannobrachium achirus	473322	Chromosome	1658830932
GCF_000240725.1	Nannochloropsis gaditana CCMP526	1093141	Scaffold	33986952
GCF_000622305.1	Nannospalax galili	1026970	Scaffold	3061408210
GCF_000935625.1	Nanorana parkeri	125878	Scaffold	2053849526
GCF_963989245.1	Nansenia antarctica	443705	Chromosome	1085777971
GCF_036971445.1	Narcine bancroftii	1343680	Chromosome	3328432768
GCF_009193385.2	Nasonia vitripennis	7425	Chromosome	297309692
GCF_965152275.1	Natator depressus	27790	Chromosome	2173430419
GCF_000237345.1	Naumovozyma castellii	27288	Chromosome	11219539
GCF_000227115.2	Naumovozyma dairenensis CBS 421	1071378	Chromosome	13527580
GCF_031761385.1	Necator americanus	51031	Chromosome	234457255
GCF_004799145.2	Neltuma alba	207710	Contig	707081395
GCF_000365185.1	Nelumbo nucifera	4432	Scaffold	804484421
GCF_046127955.1	Nelusetta ayraudi	303726	Contig	576472122
GCF_000738915.1	Nematocida ausubeli	1913371	Scaffold	4276041
GCF_001642395.1	Nematocida displodere	1805483	Scaffold	3066400
GCF_024244095.1	Nematocida homosporus	1912981	Scaffold	4282417
GCF_021653875.1	Nematocida major	1912982	Scaffold	3787290
GCF_024244105.1	Nematocida minor	1912983	Scaffold	3742434
GCF_000250985.1	Nematocida parisii ERTm1	881290	Scaffold	4071346
GCF_014905685.2	Nematolebias whitei	451745	Chromosome	1218316901
GCF_932526225.1	Nematostella vectensis	45351	Chromosome	269418438
GCF_027579695.1	Neoarius graeffei	443677	Chromosome	2341916362
GCF_022829205.1	Neoarthrinium moseri	1658444	Scaffold	43702215
GCF_031216515.1	Neocloeon triangulifer	2078957	Contig	152025746
GCF_021155785.1	Neodiprion fabricii	2872261	Chromosome	260422217
GCF_021901455.1	Neodiprion lecontei	441921	Chromosome	272073844
GCF_021155775.2	Neodiprion pinetum	441929	Chromosome	272498186
GCF_021901495.1	Neodiprion virginianus	2961670	Chromosome	262970509
GCF_041146345.1	Neodothiora populina	2781224	Contig	23962758
GCF_028018385.1	Neofelis nebulosa	61452	Chromosome	2468345093
GCF_020171115.1	Neogale vison	452646	Chromosome	2681198719
GCF_010093505.1	Neohortaea acidophila	245834	Scaffold	20432448
GCF_000239395.1	Neolamprologus brichardi	32507	Scaffold	847893845
GCF_002201575.2	Neomonachus schauinslandi	29088	Chromosome	2419443398
GCF_003984885.1	Neopelma chrysocephalum	114329	Scaffold	1142796179
GCF_003031525.2	Neophocaena asiaeorientalis asiaeorientalis	1706337	Scaffold	2284609912
GCF_033783945.1	Neopsephotus bourkii	309878	Scaffold	1122590461
GCF_000208865.1	Neospora caninum Liverpool	572307	Chromosome	57547420
GCF_033978685.3	Nerophis lumbriciformis	546530	Chromosome	1774801482
GCF_033978795.1	Nerophis ophidion	159077	Chromosome	1845757181
GCF_963082525.1	Nesoenas mayeri	187126	Chromosome	1183254979
GCF_000696875.1	Nestor notabilis	176057	Scaffold	1053559886
GCF_000182925.2	Neurospora crassa OR74A	367110	Chromosome	41037538
GCF_033458365.1	Neurospora hispaniola	588809	Contig	40807401
GCF_000213175.1	Neurospora tetrasperma FGSC 2508	510951	Scaffold	39146333
GCF_033439725.1	Neurospora tetraspora	94610	Contig	43856413
GCF_001879085.1	Nicotiana attenuata	49451	Chromosome	2365682703
GCF_000393655.2	Nicotiana sylvestris	4096	Chromosome	2321584986
GCF_000715075.1	Nicotiana tabacum	4097	Chromosome	3995639705
GCF_000390325.3	Nicotiana tomentosiformis	4098	Chromosome	1741753706
GCF_001412225.1	Nicrophorus vespilloides	110193	Scaffold	195273382
GCF_014356525.2	Nilaparvata lugens	108931	Chromosome	1085539448
GCF_000708225.1	Nipponia nippon	128390	Scaffold	1223846297
GCF_006542625.1	Nomascus leucogenys	61853	Chromosome	2843966406
GCF_051020985.1	Nomia melanderi	2448451	Chromosome	447524585
GCF_028372415.1	Notamacropus eugenii	9315	Chromosome	3447464908
GCF_900518725.1	Notechis scutatus	8663	Scaffold	1665525958
GCF_043380555.1	Nothobranchius furzeri	105023	Chromosome	1479182959
GCF_003342845.1	Nothoprocta perdicaria	30464	Scaffold	965904370
GCF_009762535.1	Notolabrus celidotus	1203425	Chromosome	846744125
GCF_000735185.1	Notothenia coriiceps	8208	Scaffold	636595335
GCF_949606895.1	Notothenia rossii	101497	Chromosome	1042884354
GCF_964106895.1	Numenius arquata	31919	Chromosome	1348859203
GCF_002078875.1	Numida meleagris	8996	Chromosome	1043247365
GCF_905146905.1	Nyctereutes procyonoides	34880	Scaffold	2387080870
GCF_013368605.1	Nyctibius grandis	48427	Chromosome	1256393467
GCF_027406575.1	Nycticebus coucang	9470	Chromosome	2917154053
GCF_005281655.2	Nylanderia fulva	613905	Scaffold	369947649
GCF_008831285.2	Nymphaea colorata	210225	Chromosome	408118238
GCF_905147045.1	Nymphalis io	171585	Chromosome	384156914
GCF_037179485.1	Ochlerotatus camptorhynchus	644619	Contig	1079575157
GCF_017591425.1	Ochotona curzoniae	130825	Scaffold	2086111946
GCF_030435755.1	Ochotona princeps	9978	Chromosome	2555444530
GCF_000260255.1	Octodon degus	10160	Scaffold	2995872505
GCF_001194135.2	Octopus bimaculoides	37653	Chromosome	2342518435
GCF_006345805.1	Octopus sinensis	2607531	Chromosome	2719136158
GCF_052425735.1	Oculina patagonica	130080	Chromosome	529418093
GCF_000321225.1	Odobenus rosmarus divergens	9708	Scaffold	2400133628
GCF_023699985.2	Odocoileus virginianus	9874	Chromosome	2423246854
GCF_027942865.1	Odontesthes bonariensis	219752	Chromosome	945823896
GCF_010583005.1	Odontomachus brunneus	486640	Scaffold	393036571
GCF_029582105.1	Oenanthe melanoleuca	2939378	Chromosome	1036256795
GCF_019207475.1	Ogataea angusta	870730	Contig	8903801
GCF_019207285.1	Ogataea haglerorum	1937702	Scaffold	8874124
GCF_000187245.1	Ogataea parapolymorpha DL-1	871575	Chromosome	8874589
GCF_020536065.1	Ogataea philodendri	1378263	Scaffold	9002259
GCF_001664045.1	Ogataea polymorpha	460523	Contig	8974371
GCF_002742605.1	Olea europaea var. sylvestris	158386	Chromosome	1140989389
GCF_045791955.1	Oncorhynchus clarkii lewisi	490388	Chromosome	2404487246
GCF_021184085.1	Oncorhynchus gorbuscha	8017	Chromosome	2690266878
GCF_023373465.1	Oncorhynchus keta	8018	Chromosome	2556461070
GCF_002021735.2	Oncorhynchus kisutch	8019	Chromosome	2375894934
GCF_036934945.1	Oncorhynchus masou masou	90313	Chromosome	2664785840
GCF_013265735.2	Oncorhynchus mykiss	8022	Chromosome	2341671972
GCF_034236695.1	Oncorhynchus nerka	8023	Chromosome	2645619652
GCF_018296145.1	Oncorhynchus tshawytscha	74940	Chromosome	2294842546
GCF_036711975.1	Onthophagus taurus	166361	Chromosome	290855388
GCF_903995425.1	Onychomys torridus	38674	Chromosome	2468394440
GCF_012432095.1	Onychostoma macrolepis	369639	Chromosome	886569841
GCF_017590055.1	Onychostruthus taczanowskii	356909	Scaffold	1033716807
GCF_003672135.2	Ooceraea biroi	2015173	Chromosome	223876465
GCF_022830035.1	Ophidiomyces ophidiicola	1387563	Scaffold	21919615
GCF_030867145.1	Opisthocomus hoazin	30419	Chromosome	1482459898
GCF_000715545.1	Opisthorchis viverrini	6198	Scaffold	620452578
GCF_028296485.1	Oppia nitens	1686743	Scaffold	126096124
GCF_046742065.1	Oratosquilla oratoria	337810	Chromosome	2965624169
GCF_002042975.1	Orbicella faveolata	48498	Scaffold	485532801
GCF_964199315.1	Orbicella franksi	48499	Chromosome	496972095
GCF_000225545.1	Orbilia oligospora ATCC 24927	756982	Scaffold	40072829
GCF_937001465.1	Orcinus orca	9733	Chromosome	2647335075
GCF_000803265.1	Ordospora colligata OC4	1354746	Contig	2290528
GCF_021821965.1	Ordospora pajunii	3039483	Contig	2206487
GCF_013358895.1	Oreochromis aureus	47969	Chromosome	1005558595
GCF_001858045.2	Oreochromis niloticus	8128	Chromosome	1005664923
GCF_037126465.1	Ornithodoros turicata	34597	Chromosome	1071349989
GCF_004115215.2	Ornithorhynchus anatinus	9258	Chromosome	1859264908
GCF_000612105.2	Orussus abietinus	222816	Scaffold	186398216
GCF_000298275.1	Orycteropus afer afer	1230840	Scaffold	4444063711
GCF_964237555.1	Oryctolagus cuniculus	9986	Chromosome	2804657419
GCF_014754425.2	Oryx dammah	59534	Scaffold	2707165964
GCF_000231095.2	Oryza brachyantha	4533	Chromosome	263195077
GCF_000147395.1	Oryza glaberrima	4538	Chromosome	347321046
GCF_034140825.1	Oryza sativa Japonica Group	39947	Complete Genome	385710679
GCF_053564925.1	Oryzias latipes	8090	Chromosome	863417014
GCF_002922805.2	Oryzias melastigma	30732	Chromosome	778686656
GCF_947507565.1	Oscarella lobularis	121494	Chromosome	65248392
GCF_963692335.1	Osmerus eperlanus	29151	Chromosome	508721272
GCF_038355195.1	Osmerus mordax	8014	Chromosome	497673479
GCF_907164935.1	Osmia bicornis bicornis	1437191	Chromosome	222969496
GCF_051020975.1	Osmia lignaria lignaria	1437193	Chromosome	498530203
GCF_947568905.1	Ostrea edulis	37623	Chromosome	894786893
GCF_000092065.1	Ostreococcus lucimarinus CCE9901	436017	Complete Genome	13204888
GCF_000214015.3	Ostreococcus tauri	70448	Chromosome	12916858
GCF_004193835.3	Ostrinia furnacalis	93504	Scaffold	435187609
GCF_963855985.1	Ostrinia nubilalis	29057	Chromosome	495500553
GCF_000181295.1	Otolemur garnettii	30611	Scaffold	2519724550
GCF_016772045.2	Ovis aries	9940	Chromosome	2654047367
GCF_042477335.2	Ovis canadensis	37174	Chromosome	2974267070
GCF_011077185.1	Oxyura jamaicensis	8884	Chromosome	1147585764
GCF_004022145.1	Paecilomyces variotii	264951	Contig	30105809
GCF_040436345.1	Pagrus major	143350	Chromosome	785972034
GCF_036898095.1	Palaemon carinicauda	392227	Chromosome	5857136127
GCF_029289425.2	Pan paniscus	9597	Chromosome	3244888708
GCF_028858775.2	Pan troglodytes	9598	Chromosome	3177739762
GCF_027358585.1	Pangasianodon hypophthalmus	310915	Chromosome	764974446
GCF_002211085.1	Panicum hallii	206008	Chromosome	535889049
GCF_016808335.1	Panicum virgatum	38727	Chromosome	1129857985
GCF_014898815.1	Panonychus citri	50023	Contig	83967451
GCF_018350215.1	Panthera leo	9689	Chromosome	2297552363
GCF_046562885.1	Panthera onca	9690	Chromosome	2303345105
GCF_024362965.1	Panthera pardus	9691	Scaffold	2441326314
GCF_018350195.1	Panthera tigris	9694	Chromosome	2408678698
GCF_023721935.1	Panthera uncia	29064	Chromosome	2433972596
GCF_029531705.1	Pantherophis guttatus	94885	Scaffold	1708105946
GCF_036320965.1	Panulirus ornatus	150431	Chromosome	2652407876
GCF_003573695.1	Papaver somniferum	3469	Chromosome	2715377404
GCF_912999745.1	Papilio machaon	76193	Chromosome	252114018
GCF_000836215.1	Papilio polytes	76194	Scaffold	227005758
GCF_000836235.2	Papilio xuthus	66420	Scaffold	223546057
GCF_008728515.1	Papio anubis	9555	Chromosome	2869804647
GCF_000150735.1	Paracoccidioides brasiliensis Pb18	502780	Scaffold	29952540
GCF_000150705.2	Paracoccidioides lutzii Pb01	502779	Scaffold	32925248
GCF_024713975.1	Paralichthys olivaceus	8255	Chromosome	588170514
GCF_019649055.1	Paramacrobiotus metropolitanus	2943436	Scaffold	170509133
GCF_900634625.2	Parambassis ranga	210632	Chromosome	551012959
GCF_000165425.1	Paramecium tetraurelia	5888	Scaffold	72094543
GCF_000141845.1	Paramecium tetraurelia strain d4-2	412030	Chromosome	984602
GCF_030506205.2	Paramisgurnus dabryanus	90735	Chromosome	1043469091
GCF_048594095.1	Paramormyrops kingsleyae	1676925	Chromosome	933939706
GCF_001642045.1	Paraphaeosphaeria sporulosa	1460663	Scaffold	38464024
GCF_905163445.1	Pararge aegeria	116150	Chromosome	516571003
GCF_000146915.1	Parastagonospora nodorum SN15	321614	Scaffold	37164226
GCF_043381705.1	Parasteatoda tepidariorum	114398	Chromosome	1123819019
GCF_033297405.1	Parathielavia appendiculata	2587402	Scaffold	32737472
GCF_049243985.1	Paroedura picta	143630	Chromosome	1751518920
GCF_001522545.3	Parus major	9157	Chromosome	1020293992
GCF_036417665.1	Passer domesticus	48849	Chromosome	1310114252
GCF_014805655.1	Passer montanus	9160	Scaffold	1039949367
GCF_037038585.1	Patagioenas fasciata	372321	Chromosome	1454324034
GCF_932274485.2	Patella vulgata	6465	Chromosome	695367781
GCF_015706575.1	Patiria miniata	46514	Scaffold	608344308
GCF_902652985.1	Pecten maximus	6579	Chromosome	918306378
GCF_024362695.1	Pectinophora gossypiella	13191	Chromosome	476494545
GCF_000006295.1	Pediculus humanus corporis	121224	Scaffold	110781312
GCF_030463565.1	Pelecanus crispus	36300	Chromosome	1314568463
GCF_036321145.2	Pelmatolapia mariae	158779	Chromosome	972201687
GCF_036172605.1	Pelobates fuscus	191477	Chromosome	3606456729
GCF_049634645.1	Pelodiscus sinensis	13735	Chromosome	2243870947
GCF_042242105.1	Pempheris klunzingeri	3127111	Chromosome	646252061
GCF_019202785.1	Penaeus chinensis	139456	Chromosome	1466063637
GCF_018983055.1	Penaeus indicus	29960	Scaffold	1930286013
GCF_017312705.1	Penaeus japonicus	27405	Scaffold	1704994957
GCF_015228065.2	Penaeus monodon	6687	Chromosome	2391040180
GCF_042767895.1	Penaeus vannamei	6689	Chromosome	1796874110
GCF_001890105.1	Penicilliopsis zonata CBS 506.65	1073090	Scaffold	26088231
GCF_028826965.1	Penicillium alfredii	1506179	Contig	27430394
GCF_028827245.1	Penicillium angulare	116970	Contig	37782843
GCF_028974205.1	Penicillium antarcticum	416450	Contig	30836278
GCF_028826775.1	Penicillium argentinense	1131581	Contig	33838379
GCF_001773325.1	Penicillium arizonense	1835702	Scaffold	33729052
GCF_028827265.1	Penicillium atrosanguineum	1132637	Contig	28612168
GCF_028826915.1	Penicillium bovifimosum	126998	Contig	27188871
GCF_028827555.1	Penicillium brevicompactum	5074	Contig	34726155
GCF_028826845.1	Penicillium canariense	189055	Contig	31521451
GCF_028828765.1	Penicillium canescens	5083	Contig	46284494
GCF_028827025.1	Penicillium cataractarum	2100454	Contig	37446941
GCF_028974085.1	Penicillium chermesinum	63820	Contig	27581382
GCF_028827035.1	Penicillium chrysogenum	5076	Contig	32379777
GCF_028974065.1	Penicillium cinerascens	70096	Contig	29467041
GCF_028827155.1	Penicillium citrinum	5077	Contig	31396546
GCF_028827145.1	Penicillium concentricum	293559	Contig	29963931
GCF_028826855.1	Penicillium coprophilum	36646	Contig	29014640
GCF_028827165.1	Penicillium cosmopolitanum	1131564	Contig	40034523
